,datetime,pm2_5,pm10,no2,so2,co,no,o3,nh3
293,2020-12-09 05:30:00,97.41,113.56,27.08,10.37,974.66,0.4,10.28,18.75
294,2020-12-09 06:30:00,104.45,119.05,32.56,13.23,1054.76,0.66,11.98,19.76
295,2020-12-09 07:30:00,119.86,137.56,44.55,18.6,1348.5,5.59,3.13,24.83
296,2020-12-09 08:30:00,130.01,150.11,45.93,23.6,1615.52,19.22,5.45,27.87
297,2020-12-09 09:30:00,121.7,139.73,41.81,26.46,1522.06,18.77,23.6,26.35
298,2020-12-09 10:30:00,105.32,119.54,34.27,26.46,1241.68,10.06,57.94,22.55
299,2020-12-09 11:30:00,90.54,100.96,22.28,25.99,921.25,4.08,107.29,18.49
300,2020-12-09 12:30:00,55.16,59.79,6.34,14.78,467.3,0.87,130.18,8.04
301,2020-12-09 13:30:00,45.85,49.15,4.67,11.68,387.19,0.62,131.61,5.13
302,2020-12-09 14:30:00,41.71,44.6,4.76,11.09,370.5,0.61,128.75,4.43
303,2020-12-09 15:30:00,44.17,47.86,11.82,15.26,467.3,1.37,120.16,6.4
304,2020-12-09 16:30:00,49.01,53.97,22.28,19.31,614.17,1.82,104.43,8.99
305,2020-12-09 17:30:00,49.36,55.28,31.87,18.6,700.95,0.81,80.82,10.13
306,2020-12-09 18:30:00,58.39,68.72,51.41,18.84,1001.36,0.06,39.7,15.45
307,2020-12-09 19:30:00,86.67,105.85,66.49,24.56,1602.17,5.48,4.07,24.83
308,2020-12-09 20:30:00,123.71,151.75,63.75,29.56,2243.04,21.91,0.03,32.17
309,2020-12-09 21:30:00,161.65,195.51,64.43,32.42,2777.1,31.29,0.0,36.99
310,2020-12-09 22:30:00,179.17,215.36,66.49,30.99,2964.02,30.4,0.0,37.49
311,2020-12-09 23:30:00,164.04,197.02,66.49,25.03,2670.29,21.68,0.02,32.93
312,2020-12-10 00:30:00,138.19,165.41,63.75,22.41,2216.34,14.31,0.05,32.93
313,2020-12-10 01:30:00,131.04,158.54,61.01,26.46,2056.12,14.08,0.03,42.56
314,2020-12-10 02:30:00,129.0,157.7,58.26,29.8,1949.31,13.64,0.03,51.17
315,2020-12-10 03:30:00,127.2,158.04,56.21,30.99,1869.2,12.85,0.04,58.26
316,2020-12-10 04:30:00,126.72,159.47,53.47,31.95,1789.09,12.52,0.04,64.85
317,2020-12-10 05:30:00,130.34,164.51,51.41,35.29,1815.8,14.98,0.02,71.94
318,2020-12-10 06:30:00,141.92,178.44,48.67,40.53,1976.01,25.26,0.0,78.02
319,2020-12-10 07:30:00,176.67,221.12,45.93,51.5,2616.88,56.33,0.01,83.09
320,2020-12-10 08:30:00,222.13,273.11,44.55,56.27,3471.37,101.03,0.83,79.04
321,2020-12-10 09:30:00,196.18,231.33,53.47,45.3,3070.83,75.1,6.71,51.68
322,2020-12-10 10:30:00,158.89,182.92,64.43,39.58,2376.56,34.42,30.04,34.45
323,2020-12-10 11:30:00,122.68,138.95,51.41,37.67,1642.23,11.62,83.69,26.35
324,2020-12-10 12:30:00,52.61,58.52,13.71,22.65,600.82,1.84,120.16,12.16
325,2020-12-10 13:30:00,35.96,39.57,7.63,15.5,420.57,0.63,120.16,7.35
326,2020-12-10 14:30:00,30.01,33.1,7.03,13.35,380.52,0.28,114.44,6.08
327,2020-12-10 15:30:00,33.39,37.79,17.99,17.17,514.03,0.29,97.28,8.49
328,2020-12-10 16:30:00,41.45,47.97,35.64,22.17,747.68,0.27,73.67,12.16
329,2020-12-10 17:30:00,46.49,54.7,50.72,22.89,921.25,0.07,52.21,13.93
330,2020-12-10 18:30:00,51.69,62.57,61.01,21.46,1068.12,0.01,35.05,16.47
331,2020-12-10 19:30:00,71.48,89.19,80.2,26.23,1482.01,1.1,11.0,23.81
332,2020-12-10 20:30:00,102.14,130.05,90.48,31.95,2029.42,8.27,0.56,33.44
333,2020-12-10 21:30:00,122.9,155.79,89.11,32.9,2269.75,11.4,0.18,36.99
334,2020-12-10 22:30:00,116.01,146.84,78.14,26.46,2029.42,7.71,0.79,31.16
335,2020-12-10 23:30:00,99.39,124.24,54.15,17.41,1295.09,0.73,19.49,19.76
336,2020-12-11 00:30:00,169.66,188.06,18.68,22.41,847.82,0.0,95.84,7.41
337,2020-12-11 01:30:00,239.46,257.76,12.0,23.6,947.95,0.0,121.59,6.46
338,2020-12-11 02:30:00,283.13,302.9,10.88,20.5,1041.41,0.0,118.73,6.59
339,2020-12-11 03:30:00,319.07,341.43,12.0,15.74,1148.22,0.0,101.57,8.04
340,2020-12-11 04:30:00,341.2,365.9,13.88,11.09,1214.98,0.0,74.39,9.88
341,2020-12-11 05:30:00,351.18,377.99,17.99,10.37,1268.39,0.0,50.78,12.16
342,2020-12-11 06:30:00,362.72,393.27,32.56,15.26,1482.01,0.24,25.39,18.75
343,2020-12-11 07:30:00,397.15,437.49,56.89,27.9,2056.12,13.41,1.29,32.42
344,2020-12-11 08:30:00,438.78,489.81,68.55,41.49,2723.69,45.15,0.68,43.06
345,2020-12-11 09:30:00,462.16,512.15,95.96,51.98,2857.21,33.53,6.8,32.93
346,2020-12-11 10:30:00,452.78,494.25,100.08,48.64,2696.99,20.12,21.64,20.52
347,2020-12-11 11:30:00,387.11,415.16,76.77,37.67,2162.93,9.28,55.08,7.03
348,2020-12-11 12:30:00,156.06,164.14,25.71,27.18,867.84,0.82,111.58,0.42
349,2020-12-11 13:30:00,84.51,88.93,16.11,19.31,600.82,0.24,108.72,0.55
350,2020-12-11 14:30:00,62.5,65.81,15.42,19.07,534.06,0.19,100.14,1.2
351,2020-12-11 15:30:00,54.85,58.14,17.65,18.84,520.71,0.56,91.55,2.38
352,2020-12-11 16:30:00,53.73,57.62,21.76,15.97,540.73,0.89,80.11,3.61
353,2020-12-11 17:30:00,54.07,58.59,25.71,12.04,560.76,0.53,68.67,3.99
354,2020-12-11 18:30:00,67.61,77.77,55.52,11.21,947.95,1.34,21.28,7.92
355,2020-12-11 19:30:00,90.04,109.87,55.52,12.52,1388.55,16.76,0.21,10.26
356,2020-12-11 20:30:00,106.76,134.97,43.18,13.11,1562.12,27.05,0.01,11.65
357,2020-12-11 21:30:00,127.08,162.04,36.33,15.02,1789.09,35.32,0.0,14.95
358,2020-12-11 22:30:00,144.54,185.1,32.22,15.5,1949.31,41.13,0.0,16.72
359,2020-12-11 23:30:00,145.26,187.21,30.16,12.88,1842.5,38.89,0.0,16.47
360,2020-12-12 00:30:00,132.5,169.8,29.13,10.25,1522.06,29.5,0.0,20.01
361,2020-12-12 01:30:00,125.59,155.44,30.16,10.97,1268.39,20.34,0.01,32.17
362,2020-12-12 02:30:00,126.1,148.49,31.87,12.4,1148.22,14.53,0.03,45.6
363,2020-12-12 03:30:00,130.67,147.48,33.93,13.35,1068.12,9.72,0.11,57.25
364,2020-12-12 04:30:00,142.3,155.49,33.93,15.02,1081.47,8.16,0.14,61.81
365,2020-12-12 05:30:00,160.16,170.32,31.53,15.26,1214.98,9.16,0.13,45.09
366,2020-12-12 06:30:00,183.41,191.94,30.85,12.88,1441.96,8.94,0.17,15.58
367,2020-12-12 07:30:00,208.06,220.9,31.53,15.26,1815.8,19.22,0.02,12.92
368,2020-12-12 08:30:00,223.65,240.69,31.87,18.12,2136.23,33.53,1.26,13.68
369,2020-12-12 09:30:00,211.22,226.7,39.07,20.98,2002.72,25.03,13.41,11.91
370,2020-12-12 10:30:00,182.07,193.59,40.1,23.84,1682.28,9.61,57.94,11.27
371,2020-12-12 11:30:00,157.78,165.82,26.73,26.7,1335.14,3.47,128.75,11.15
372,2020-12-12 12:30:00,98.1,102.78,7.28,17.64,700.95,0.64,154.5,5.13
373,2020-12-12 13:30:00,80.89,85.51,5.44,15.74,527.38,0.35,148.77,3.8
374,2020-12-12 14:30:00,73.63,78.35,6.26,16.21,473.98,0.23,143.05,3.58
375,2020-12-12 15:30:00,70.51,75.71,10.54,16.93,487.33,0.26,131.61,4.69
376,2020-12-12 16:30:00,70.29,76.2,16.28,17.17,540.73,0.3,121.59,6.08
377,2020-12-12 17:30:00,71.54,77.79,19.02,16.45,567.44,0.09,118.73,6.33
378,2020-12-12 18:30:00,80.18,87.32,20.39,15.14,620.84,0.0,118.73,7.09
379,2020-12-12 19:30:00,95.14,104.34,20.91,14.42,700.95,0.0,114.44,9.12
380,2020-12-12 20:30:00,110.97,122.46,20.74,15.97,781.06,0.0,104.43,10.13
381,2020-12-12 21:30:00,123.65,138.7,25.71,16.21,921.25,0.0,80.82,10.01
382,2020-12-12 22:30:00,132.42,151.87,31.87,13.71,1068.12,0.0,51.5,8.99
383,2020-12-12 23:30:00,132.64,154.43,34.27,10.49,1094.82,0.01,30.4,7.41
384,2020-12-13 00:30:00,126.91,148.01,30.16,7.75,1014.71,0.05,20.21,6.33
385,2020-12-13 01:30:00,123.9,144.07,25.36,7.03,961.3,0.03,18.95,5.7
386,2020-12-13 02:30:00,120.92,139.91,22.62,6.38,934.6,0.02,20.92,5.45
387,2020-12-13 03:30:00,114.8,131.24,18.34,5.13,867.84,0.01,22.89,5.32
388,2020-12-13 04:30:00,110.45,125.06,15.77,4.65,821.11,0.03,20.56,6.14
389,2020-12-13 05:30:00,110.42,124.14,16.11,5.36,801.09,0.09,16.99,8.36
390,2020-12-13 06:30:00,119.18,133.85,22.62,7.99,907.9,1.1,9.39,11.53
391,2020-12-13 07:30:00,141.43,161.01,31.19,12.4,1281.74,12.74,0.49,13.68
392,2020-12-13 08:30:00,159.11,181.96,35.64,15.26,1628.88,30.85,0.33,14.19
393,2020-12-13 09:30:00,140.85,153.29,38.04,23.6,1041.41,3.97,21.99,11.15
394,2020-12-13 10:30:00,146.15,157.15,34.62,32.9,1028.06,3.97,38.62,13.05
395,2020-12-13 11:30:00,150.57,160.95,33.24,39.58,1041.41,3.97,57.94,14.44
396,2020-12-13 12:30:00,110.56,117.2,20.39,26.7,761.03,0.91,94.41,8.74
397,2020-12-13 13:30:00,81.11,85.76,14.4,19.07,627.52,0.43,108.72,5.0
398,2020-12-13 14:30:00,67.18,70.89,11.48,15.74,554.09,0.22,110.15,2.95
399,2020-12-13 15:30:00,69.14,73.31,16.97,16.69,580.79,0.24,94.41,3.86
400,2020-12-13 16:30:00,86.1,91.8,29.47,17.88,727.65,0.35,72.24,6.65
401,2020-12-13 17:30:00,106.74,114.18,43.53,17.41,907.9,0.22,50.07,8.36
402,2020-12-13 18:30:00,129.07,141.67,69.23,16.69,1295.09,2.35,12.16,11.53
403,2020-12-13 19:30:00,151.67,172.52,65.12,14.31,1642.23,15.87,0.1,12.41
404,2020-12-13 20:30:00,162.23,190.28,47.3,11.44,1668.93,21.68,0.02,11.15
405,2020-12-13 21:30:00,172.48,205.64,35.99,10.73,1695.63,24.14,0.01,11.27
406,2020-12-13 22:30:00,190.03,227.83,31.19,12.16,1869.2,29.5,0.0,13.93
407,2020-12-13 23:30:00,204.39,244.52,29.13,12.88,2002.72,33.98,0.0,16.97
408,2020-12-14 00:30:00,210.65,249.85,28.1,12.64,1976.01,33.08,0.0,19.76
409,2020-12-14 01:30:00,220.2,259.4,27.76,14.54,2002.72,31.29,0.0,23.56
410,2020-12-14 02:30:00,227.33,267.46,29.13,16.69,2056.12,28.39,0.0,27.61
411,2020-12-14 03:30:00,223.63,265.16,29.47,17.88,1976.01,25.03,0.0,33.95
412,2020-12-14 04:30:00,219.92,261.45,29.47,20.27,1895.9,22.58,0.0,44.08
413,2020-12-14 05:30:00,225.51,265.17,30.85,24.8,1869.2,22.58,0.0,54.21
414,2020-12-14 06:30:00,246.88,285.15,32.9,31.95,2162.93,32.19,0.0,61.3
415,2020-12-14 07:30:00,274.62,313.81,30.16,31.95,2670.29,58.12,0.0,46.61
416,2020-12-14 08:30:00,274.59,305.85,25.71,20.74,2883.91,83.15,0.01,17.23
417,2020-12-14 09:30:00,176.96,189.01,45.24,26.46,1375.2,10.95,3.13,5.0
418,2020-12-14 10:30:00,161.76,172.52,43.87,32.9,1281.74,7.49,11.0,4.5
419,2020-12-14 11:30:00,150.66,160.38,41.13,37.19,1228.33,6.15,27.9,4.5
420,2020-12-14 12:30:00,120.16,126.84,35.64,32.42,1001.36,0.65,52.93,3.48
421,2020-12-14 13:30:00,113.3,119.24,37.01,34.33,1001.36,0.36,55.79,3.86
422,2020-12-14 14:30:00,125.93,131.75,44.55,42.92,1188.28,0.36,52.21,4.94
423,2020-12-14 15:30:00,148.09,157.16,63.75,37.67,1615.52,2.49,22.71,7.92
424,2020-12-14 16:30:00,179.5,193.92,78.14,31.47,2269.75,20.56,2.26,11.27
425,2020-12-14 17:30:00,211.5,230.45,83.63,31.95,2964.02,51.86,0.31,15.2
426,2020-12-14 18:30:00,243.3,268.54,86.37,35.29,3578.19,79.57,0.01,21.79
427,2020-12-14 19:30:00,280.73,316.21,80.88,37.67,4112.24,99.24,0.0,28.12
428,2020-12-14 20:30:00,316.0,363.59,71.97,38.15,4486.08,110.87,0.0,32.93
429,2020-12-14 21:30:00,340.42,398.26,65.12,40.53,4646.3,109.97,0.0,39.52
430,2020-12-14 22:30:00,354.57,420.79,59.63,43.87,4646.3,108.18,0.0,48.13
431,2020-12-14 23:30:00,328.81,396.9,53.47,39.1,4165.65,98.35,0.0,49.14
432,2020-12-15 00:30:00,276.8,334.64,46.61,28.61,3364.56,79.57,0.0,42.05
433,2020-12-15 01:30:00,241.77,280.51,36.67,19.55,2803.8,64.37,0.0,31.67
434,2020-12-15 02:30:00,220.4,246.57,26.39,12.99,2429.96,54.09,0.0,20.01
435,2020-12-15 03:30:00,192.66,209.75,18.68,8.7,2056.12,43.36,0.0,12.54
436,2020-12-15 04:30:00,176.47,189.96,15.08,9.18,1815.8,36.66,0.0,14.19
437,2020-12-15 05:30:00,183.36,196.27,14.4,13.71,1895.9,38.45,0.0,21.03
438,2020-12-15 06:30:00,222.51,238.0,19.54,26.7,2456.67,51.41,0.0,36.48
439,2020-12-15 07:30:00,284.48,307.88,27.76,47.68,3471.37,83.15,0.0,58.26
440,2020-12-15 08:30:00,343.86,378.44,37.36,68.67,4539.49,125.17,0.11,78.02
441,2020-12-15 09:30:00,326.68,362.71,56.21,73.43,4379.27,107.29,1.97,72.96
442,2020-12-15 10:30:00,278.68,307.33,87.05,68.67,3471.37,50.96,19.67,55.73
443,2020-12-15 11:30:00,238.67,256.91,74.03,56.74,2429.96,13.3,101.57,34.45
444,2020-12-15 12:30:00,140.01,147.06,16.45,29.33,1001.36,1.69,168.8,10.77
445,2020-12-15 13:30:00,108.3,114.55,8.4,23.13,694.28,0.67,175.95,8.11
446,2020-12-15 14:30:00,98.17,104.43,8.14,23.13,614.17,0.55,170.23,7.03
447,2020-12-15 15:30:00,101.27,108.53,14.74,25.03,674.25,0.8,165.94,8.36
448,2020-12-15 16:30:00,113.77,122.63,24.33,23.6,794.41,0.83,160.22,9.88
449,2020-12-15 17:30:00,120.37,129.95,28.79,16.93,854.49,0.25,147.34,9.88
450,2020-12-15 18:30:00,122.78,133.74,28.45,12.4,894.55,0.01,127.32,10.64
451,2020-12-15 19:30:00,119.73,133.48,27.08,11.21,921.25,0.0,108.72,11.91
452,2020-12-15 20:30:00,113.44,130.0,23.99,11.33,894.55,0.0,98.71,11.02
453,2020-12-15 21:30:00,120.01,142.04,31.19,11.68,1068.12,0.0,70.1,10.26
454,2020-12-15 22:30:00,129.17,157.66,40.78,11.21,1281.74,0.02,35.76,9.88
455,2020-12-15 23:30:00,125.43,157.15,42.84,9.66,1281.74,0.29,15.2,10.13
456,2020-12-16 00:30:00,115.84,147.08,38.04,8.11,1174.93,0.99,6.35,11.02
457,2020-12-16 01:30:00,113.75,144.99,31.53,7.87,1161.58,1.9,2.5,10.89
458,2020-12-16 02:30:00,116.35,147.12,26.39,7.99,1214.98,2.54,1.5,9.63
459,2020-12-16 03:30:00,112.87,141.07,22.28,7.75,1201.63,2.26,1.83,8.99
460,2020-12-16 04:30:00,105.96,130.9,19.71,8.35,1148.22,1.96,2.26,9.88
461,2020-12-16 05:30:00,102.93,125.54,19.71,10.25,1161.58,3.05,1.61,11.78
462,2020-12-16 06:30:00,107.38,129.08,22.28,14.19,1308.44,9.05,0.53,14.44
463,2020-12-16 07:30:00,132.5,158.89,25.36,20.03,1815.8,31.74,0.01,17.23
464,2020-12-16 08:30:00,162.37,193.24,28.45,23.6,2429.96,60.8,0.3,17.23
465,2020-12-16 09:30:00,134.74,155.25,38.73,23.84,1842.5,30.4,4.38,13.81
466,2020-12-16 10:30:00,124.48,140.86,38.73,25.27,1535.42,14.19,18.6,15.71
467,2020-12-16 11:30:00,117.69,131.46,30.85,27.9,1228.33,5.7,56.51,17.73
468,2020-12-16 12:30:00,88.21,95.47,8.23,19.31,607.49,1.31,130.18,9.37
469,2020-12-16 13:30:00,78.47,83.74,5.01,14.54,473.98,0.66,143.05,6.08
470,2020-12-16 14:30:00,75.65,80.54,5.14,13.95,453.95,0.64,144.48,5.57
471,2020-12-16 15:30:00,81.62,88.12,16.45,16.69,607.49,1.2,118.73,7.6
472,2020-12-16 16:30:00,91.51,100.89,34.27,19.31,867.84,1.96,79.39,10.51
473,2020-12-16 17:30:00,97.26,109.25,52.09,18.6,1068.12,1.27,46.49,12.54
474,2020-12-16 18:30:00,100.34,115.85,56.89,16.69,1148.22,0.08,28.61,15.2
475,2020-12-16 19:30:00,109.34,130.4,55.52,16.69,1268.39,0.25,17.35,19.0
476,2020-12-16 20:30:00,120.82,147.87,55.52,16.93,1401.9,1.03,8.4,21.79
477,2020-12-16 21:30:00,139.6,174.03,52.09,17.41,1668.93,6.87,1.31,24.83
478,2020-12-16 22:30:00,154.91,197.19,42.84,16.21,1842.5,15.87,0.07,21.79
479,2020-12-16 23:30:00,147.4,190.57,35.3,12.99,1655.58,18.33,0.05,16.97
480,2020-12-17 00:30:00,128.76,166.77,30.5,9.89,1335.14,14.75,0.1,15.71
481,2020-12-17 01:30:00,117.21,149.11,27.76,8.58,1121.52,8.38,0.49,13.68
482,2020-12-17 02:30:00,110.53,136.11,25.02,7.87,974.66,3.02,2.08,12.29
483,2020-12-17 03:30:00,106.25,127.16,21.08,7.21,881.2,0.98,4.56,10.89
484,2020-12-17 04:30:00,104.88,122.51,18.17,6.91,847.82,0.57,6.71,9.12
485,2020-12-17 05:30:00,107.07,122.2,18.17,7.27,854.49,0.57,8.14,7.79
486,2020-12-17 06:30:00,114.58,128.66,22.28,9.18,907.9,0.91,10.01,8.36
487,2020-12-17 07:30:00,135.87,153.21,32.9,13.71,1188.28,5.92,2.75,11.53
488,2020-12-17 08:30:00,154.38,174.69,35.64,18.36,1468.66,18.11,2.91,14.82
489,2020-12-17 09:30:00,159.63,179.78,34.62,22.17,1548.77,22.13,15.02,16.72
490,2020-12-17 10:30:00,150.49,167.58,33.24,23.84,1415.25,14.75,41.13,17.48
491,2020-12-17 11:30:00,128.6,141.08,25.36,25.99,1108.17,6.87,82.25,17.23
492,2020-12-17 12:30:00,68.15,74.85,8.82,16.69,554.09,1.15,104.43,9.5
493,2020-12-17 13:30:00,54.15,59.58,6.43,13.47,460.63,0.73,105.86,6.27
494,2020-12-17 14:30:00,51.61,56.8,6.77,13.47,447.27,0.64,105.86,5.57
495,2020-12-17 15:30:00,57.22,63.98,17.14,16.45,594.14,1.52,87.26,7.54
496,2020-12-17 16:30:00,65.14,74.24,31.87,18.12,814.44,2.29,61.51,10.01
497,2020-12-17 17:30:00,67.5,78.54,44.55,16.21,934.6,1.26,38.62,11.53
498,2020-12-17 18:30:00,72.21,87.39,51.41,14.9,1081.47,0.57,17.17,15.07
499,2020-12-17 19:30:00,90.02,113.0,52.78,17.41,1415.25,6.59,1.83,21.28
500,2020-12-17 20:30:00,113.57,144.83,48.67,19.79,1789.09,16.32,0.08,26.35
501,2020-12-17 21:30:00,138.71,175.22,46.61,21.22,2136.23,22.58,0.01,27.87
502,2020-12-17 22:30:00,146.04,186.18,41.47,18.84,2162.93,25.48,0.01,24.32
503,2020-12-17 23:30:00,126.94,167.05,34.62,13.35,1815.8,23.02,0.01,18.49
504,2020-12-18 00:30:00,101.96,137.4,28.45,8.46,1375.2,16.99,0.05,13.68
505,2020-12-18 01:30:00,93.46,124.23,25.02,7.27,1174.93,12.29,0.12,11.78
506,2020-12-18 02:30:00,94.88,121.84,22.96,7.33,1108.17,9.05,0.22,11.27
507,2020-12-18 03:30:00,100.32,125.36,20.74,7.27,1094.82,7.82,0.22,10.64
508,2020-12-18 04:30:00,106.05,130.09,18.68,7.63,1081.47,7.82,0.21,10.13
509,2020-12-18 05:30:00,113.92,137.43,17.65,9.06,1121.52,9.72,0.13,11.27
510,2020-12-18 06:30:00,126.29,150.67,18.34,13.71,1281.74,17.43,0.04,16.47
511,2020-12-18 07:30:00,155.68,186.99,21.25,25.75,1842.5,43.36,0.01,29.64
512,2020-12-18 08:30:00,190.75,229.96,27.42,40.53,2563.48,82.25,0.6,45.09
513,2020-12-18 09:30:00,193.64,230.08,38.73,45.78,2616.88,76.89,4.83,45.6
514,2020-12-18 10:30:00,183.31,211.64,49.35,38.15,2269.75,44.26,19.31,32.42
515,2020-12-18 11:30:00,162.95,181.29,41.13,31.47,1602.17,14.75,61.51,19.76
516,2020-12-18 12:30:00,131.77,139.76,10.97,23.13,707.63,1.87,120.16,7.85
517,2020-12-18 13:30:00,118.99,125.27,6.26,17.88,567.44,0.89,133.04,5.19
518,2020-12-18 14:30:00,110.97,116.77,6.08,16.45,534.06,0.8,134.47,4.81
519,2020-12-18 15:30:00,120.76,129.72,25.71,17.64,841.14,3.69,89.41,8.61
520,2020-12-18 16:30:00,138.43,152.48,52.09,19.31,1348.5,9.39,38.98,12.92
521,2020-12-18 17:30:00,150.11,168.34,69.23,19.79,1735.69,19.67,7.6,16.47
522,2020-12-18 18:30:00,159.81,183.39,62.38,21.22,1976.01,36.21,0.14,21.79
523,2020-12-18 19:30:00,183.95,215.88,47.3,24.8,2323.15,51.86,0.0,29.13
524,2020-12-18 20:30:00,214.68,255.44,41.81,27.9,2696.99,61.69,0.0,34.45
525,2020-12-18 21:30:00,246.14,292.46,41.81,29.56,3017.43,62.59,0.0,38.51
526,2020-12-18 22:30:00,254.98,304.54,45.24,25.51,2964.02,51.86,0.0,39.52
527,2020-12-18 23:30:00,223.91,269.28,46.61,17.17,2429.96,33.98,0.01,30.91
528,2020-12-19 00:30:00,172.62,203.1,47.3,10.13,1615.52,9.28,1.22,18.24
529,2020-12-19 01:30:00,142.74,162.51,35.99,7.21,1134.87,0.56,8.14,12.79
530,2020-12-19 02:30:00,130.35,145.69,25.71,6.56,947.95,0.1,13.41,10.39
531,2020-12-19 03:30:00,126.07,139.87,21.25,6.44,881.2,0.09,14.13,9.37
532,2020-12-19 04:30:00,124.82,138.01,19.36,6.91,867.84,0.13,13.23,10.13
533,2020-12-19 05:30:00,124.9,137.96,20.22,8.11,894.55,0.28,11.44,11.91
534,2020-12-19 06:30:00,127.76,141.63,24.68,10.85,988.01,1.76,6.53,15.2
535,2020-12-19 07:30:00,142.89,161.2,29.13,15.74,1348.5,14.31,0.61,20.01
536,2020-12-19 08:30:00,159.31,181.84,28.45,19.31,1735.69,35.76,3.0,23.05
537,2020-12-19 09:30:00,156.32,176.34,31.53,20.5,1682.28,31.29,11.44,21.79
538,2020-12-19 10:30:00,150.35,165.97,31.53,20.27,1428.6,16.99,33.62,18.24
539,2020-12-19 11:30:00,142.02,152.85,21.42,20.98,1028.06,5.64,80.11,14.06
540,2020-12-19 12:30:00,101.09,106.36,5.27,13.23,514.03,0.8,115.87,5.76
541,2020-12-19 13:30:00,88.18,92.39,3.77,10.01,440.6,0.55,120.16,3.86
542,2020-12-19 14:30:00,81.98,85.81,3.86,9.18,420.57,0.52,120.16,3.71
543,2020-12-19 15:30:00,83.77,88.92,12.17,10.97,547.41,1.87,98.71,5.95
544,2020-12-19 16:30:00,94.17,101.98,28.45,14.66,827.79,3.86,70.1,9.88
545,2020-12-19 17:30:00,104.31,114.57,50.04,17.41,1108.17,3.13,38.27,13.17
546,2020-12-19 18:30:00,111.15,123.96,61.69,18.36,1281.74,0.49,16.81,16.21
547,2020-12-19 19:30:00,114.62,130.13,54.15,16.93,1281.74,0.33,15.2,18.24
548,2020-12-19 20:30:00,114.19,131.57,43.53,14.19,1188.28,0.13,18.95,19.51
549,2020-12-19 21:30:00,113.6,131.22,34.62,12.4,1094.82,0.04,23.6,20.52
550,2020-12-19 22:30:00,110.74,127.87,31.87,11.56,1068.12,0.06,23.25,20.77
551,2020-12-19 23:30:00,101.91,117.14,30.16,9.78,988.01,0.06,22.71,18.24
552,2020-12-20 00:30:00,91.97,103.92,26.39,7.63,854.49,0.03,25.39,14.06
553,2020-12-20 01:30:00,84.12,93.38,19.71,6.8,734.33,0.01,32.54,11.53
554,2020-12-20 02:30:00,76.01,83.28,14.4,6.14,634.19,0.0,38.27,9.63
555,2020-12-20 03:30:00,71.21,77.9,12.34,5.54,587.46,0.0,38.27,8.36
556,2020-12-20 04:30:00,70.57,77.72,12.51,5.6,594.14,0.0,34.33,8.61
557,2020-12-20 05:30:00,72.49,80.47,14.57,6.56,634.19,0.02,30.04,10.01
558,2020-12-20 06:30:00,78.92,88.88,21.76,9.42,761.03,0.21,21.82,13.68
559,2020-12-20 07:30:00,98.19,113.63,36.33,15.74,1148.22,5.87,4.16,20.52
560,2020-12-20 08:30:00,120.46,141.28,37.7,22.41,1615.52,27.05,2.91,27.36
561,2020-12-20 09:30:00,124.51,143.96,37.01,24.8,1655.58,29.06,13.59,26.6
562,2020-12-20 10:30:00,111.1,125.0,30.85,21.46,1321.79,15.42,37.19,19.0
563,2020-12-20 11:30:00,87.68,96.01,17.82,19.55,821.11,4.97,79.39,13.68
564,2020-12-20 12:30:00,59.1,62.81,4.88,13.83,403.88,0.73,127.32,6.33
565,2020-12-20 13:30:00,50.83,53.73,4.03,11.44,363.83,0.57,133.04,4.56
566,2020-12-20 14:30:00,48.52,51.2,4.33,10.97,360.49,0.57,134.47,4.12
567,2020-12-20 15:30:00,54.36,58.51,12.51,13.35,500.68,1.93,113.01,6.33
568,2020-12-20 16:30:00,67.13,74.02,28.1,17.41,794.41,4.08,82.25,10.13
569,2020-12-20 17:30:00,78.22,87.49,48.67,20.03,1081.47,3.52,50.78,13.43
570,2020-12-20 18:30:00,88.79,101.44,66.49,21.46,1348.5,0.51,20.03,17.48
571,2020-12-20 19:30:00,101.85,119.99,67.17,21.94,1575.47,2.52,4.96,22.29
572,2020-12-20 20:30:00,111.15,135.13,59.63,21.22,1655.58,4.75,1.86,25.33
573,2020-12-20 21:30:00,113.39,139.48,52.09,20.03,1602.17,3.91,2.3,26.85
574,2020-12-20 22:30:00,108.73,133.43,45.24,17.17,1495.36,3.35,2.57,26.6
575,2020-12-20 23:30:00,93.07,112.87,39.41,12.88,1255.04,2.07,4.51,23.56
576,2020-12-21 00:30:00,74.67,88.43,33.59,9.42,974.66,0.41,11.44,20.01
577,2020-12-21 01:30:00,65.6,76.47,27.42,9.54,834.47,0.08,19.49,18.75
578,2020-12-21 02:30:00,59.05,68.22,21.76,9.42,727.65,0.02,26.82,17.99
579,2020-12-21 03:30:00,56.51,65.6,19.36,9.18,700.95,0.01,27.9,16.97
580,2020-12-21 04:30:00,57.16,67.23,19.54,9.42,720.98,0.03,23.96,16.97
581,2020-12-21 05:30:00,58.17,69.56,22.28,10.85,767.71,0.13,18.42,18.75
582,2020-12-21 06:30:00,64.25,78.83,29.47,14.31,921.25,2.07,8.4,23.05
583,2020-12-21 07:30:00,88.24,110.66,34.27,20.98,1428.6,19.67,0.19,29.39
584,2020-12-21 08:30:00,114.92,143.67,33.93,25.51,2002.72,47.83,1.9,33.44
585,2020-12-21 09:30:00,114.15,139.01,38.04,27.66,1976.01,44.26,10.37,30.65
